NPCType,NPCTypeID,Model,na6,na7,Country,NpcName,NpcWelcome,QuestStart,QuestEnd
7,241,8,16,8000,2,Yulmus,Etain bless you.,431,
7,242,53,16,8000,2,Aulen,"Shit! Be quiet!! If we're caught by Kilian, everything will end in flames.",465,464
7,243,48,16,8000,2,Kroll,Hmm? What's up?,428 | 429,427 | 428 | 430
7,244,33,16,8000,2,Dragonbane,My name is Dragonbane the Dragon Hunter!!,490 | 491 | 492,458 | 490 | 491 | 493
7,245,48,16,8000,2,Tultan,"I, Tultan will be a dragon hunter like Dragonbane someday.",494,494
7,246,55,16,8000,2,DragonRock,It is a very strong looking rock.,493,492
7,247,15,16,8000,2,Spike,It's alway fun to hunt Tatoramo.,476 | 1183,1183
7,248,15,16,8000,2,Zest,We are born to be both a Warrior and Hunter.,477 | 1184,1184
7,249,55,16,8000,1,Strange Sign,I'm looking for someone who will help me! -Written by  lonely Oten,325,
7,250,55,16,8000,1,Wanted Sign,Wanted! Roguefeebo: Killer of Cows - Manurna/Doraphos,374 | 375,
7,251,55,16,8000,1,Wanted Sign,Wanted! Aeria Ando: Master of 12 Skies - A master's mate Turbako,376,
7,252,25,16,8000,1,Riplis Greenbird,What do you want?,501,500 | 501
7,253,29,16,8000,1,Blinel Starbreeze,Sun will guide your path. Hello. I'm the Ranger Blinel Starbreeze.,502,502
7,254,25,16,8000,1,Haroki Wildwind,"What's up? You wanna drink with me, don't you? You are always welcome with business like that.",503,
7,255,7,16,8000,1,Ures,Welcome to the Uresis Lab. I'm Ures. I'm in charge of this place.,504 | 506,503 | 504 | 506
7,256,12,16,8000,1,Monokeros,"I'm Monokeros, a castellan of Huigronn Stronghold. What brought you here, traveler?",516,515 | 516 | 763
7,257,21,16,8000,1,Eisen,"I'm Eisen, the lord of Presya Manor. What kind of business do you have here?",519 | 520 | 571,518 | 519 | 520 | 569 | 766
7,258,22,16,8000,1,Edel,We're suffering from attacks by the BlackBreath. My father is also having a hard time because of them.,522 | 523 | 1032 | 1033,522 | 1031 | 1032
7,259,11,16,8000,1,Beluto,I'm just a fisherman. I decline to listen to your bothersome stories.,569 | 570 | 766 | 1027 | 1040,521 | 570 | 1024 | 1027 | 1034 | 1036 | 1038 | 1039 | 1041
7,260,23,16,8000,1,Orter,"I'm the guard, Orter. Why did you come here?",,
7,261,23,16,8000,1,Bort,Do you need someone you can share your story with? I'll listen.,,
7,262,11,16,8000,1,Cuper Anka,"My name is Cuper Anka, I am in charge of the Refinery. What are you doing here, young friend?",513,
7,263,13,16,8000,1,Pakel,Did you bring money? I do not work for free you know.,,
7,264,11,16,8000,1,Tehan,"Watch out, it's dangerous around here! What are you here for?",515 | 524,514 | 523 | 524
7,265,13,16,8000,1,Doubtn,"Hey, I don't recognize you. What are you doing here?",765,765
7,266,26,16,8000,1,Erte,"This place is filled with dangerous guys. If you are not busy, do you mind helping me out?",517,517
7,267,11,16,8000,1,Marduke Miner,I'm in the middle of working. You're going to have to wait a few minutes if you need some help.,,
7,268,29,16,8000,1,Nierdel,"I'm Nierdel Xiphos, the commander of Au Bird Force Base Camp. what can I help you with?",530 | 531,529 | 530 | 531
7,269,25,16,8000,1,Sravion,Did you sleep well last night? I'm Sravion. I'm in charge of the logistical system on the Foce!,,
7,270,21,16,8000,1,Wisen Allter,May Etain's blessing be with you! Why do you seek a humble servant of the Goddess?,771,771
7,271,25,16,8000,1,Au-Bird Force Soldier,This is the Au-Bird Force base. Remember to stay on your guard.,,
7,272,26,16,8000,1,Elliot,Ha! Was that your best? Do you honestly think I'll fall for a lame excuse like that?,528 | 529 | 773 | 774,527 | 528 | 773 | 774
7,273,11,16,8000,1,Jason,Beware of the Orcs. The Orcs are dominating the Arvea Feller's Town.,514,513
7,274,41,16,8000,1,Jade,"Can you come up with a way that I can spend the rest of my life in peace, away from this war? That's my only dream.",,
7,275,16,16,8000,2,Lukobo,"Hello stranger, I am headman Lukobo. What brought you to our village?",777,776 | 777
7,276,49,16,8000,2,Sliva,What would you like me to cook? I'm happy to see people enjoy my delicious food.,778 | 779,778
7,277,48,16,8000,2,Tarakan,"Would you like to know how to collect some good herbs? This is so easy, even I can do it (grin)",775,775
7,278,45,16,8000,2,Grebe,"Hello, do you need some meat?",,779
7,279,19,16,8000,2,Cecyan Cruise,"What is this all about? If you aren't here to do business, then don't bother me.",538 | 603,538 | 601 | 603
7,280,19,16,8000,2,Kaizeric,What do you want? Keep it short when talking to a watchman.,539 | 604,604
7,281,17,16,8000,2,Liter Vis,"The Sword only speaks the truth. My name is Liter Vis, a castellan of Arena Strong Hold.",557 | 558,556 | 557 | 558
7,282,46,16,8000,2,Nilore,Etain and the Holy Mother Narsilriel will guide your path.  What can I help you with?,559 | 560,559 | 560
7,283,30,16,8000,2,Ordine,What? Do you want my help? I think you'd better go and find a castellan.,546 | 547 | 1014 | 1015,546 | 1013 | 1014
7,284,8,16,8000,2,Aulos,This is the Temple of Flame. This place earned it's name because this is the temple dedicated to the Holy Mother Narsilel.,540 | 541,539 | 540 | 541
7,285,46,16,8000,2,Efforn,"Everyone has a goal. What is your goal, traveler?",542 | 543 | 544,542 | 543 | 544
7,286,17,16,8000,2,Fides,"I'm Fides, the chief guard. What's your business here? You look so shabby...",551 | 556 | 784,555 | 782 | 783
7,287,19,16,8000,2,Dux,I'm the one who really deserves to be a chief guard! You can see that right?,785 | 1009,785 | 1008
7,288,37,16,8000,2,Doctux,We're looking for a way to raise the morale of the entire force. Do you have any ideas?,548 | 549 | 550,547 | 548 | 549 | 550
7,289,32,16,8000,2,Atlon Pietry,"Hey, is there a job I can actually make money at? I was told there are a lot of jobs around here.",781 | 993,781 | 784 | 992 | 993 | 997 | 998
7,290,32,16,8000,2,Arteria Force Soldier,We've got to stop the march of Futesys Force! Even if it requires binding their feet.,,
7,291,16,16,8000,2,Zbonoc,Welcome to the Prymates Village. I am the priest Zbonoc.,566 | 567 | 1008 | 1012,566 | 567 | 1006 | 1007 | 1009 | 1010 | 1011
7,292,45,16,8000,2,Bonaya,"We are almost running out of daylight, and our hunt is coming to a close. I hope someone can help me.",,
7,293,15,16,8000,2,Razbet,Who are you?! This place is far too dangerous to wander around carelessly just like that.,,
7,294,19,16,8000,2,Lazt,My watcher's dog tag number is KA0S. Together we are Lazt KA0S! I really like it when people call us that!,275,274 | 275
7,295,4,16,8000,2,Incoherent Babbling,"WOOOOOHOOOOO! I am Incoherent Babbling, babbling about stuff and junk!",606,606
7,296,55,16,8000,2,Speaking Water Bucket,Tremble in fear of my mighty speaking self! I speak and hold water! What the hell do you do?,607 | 608,607 | 608
7,297,1,16,8000,2,TinTin,OH! You can understand me? Woof Woof,609,609
7,298,55,16,8000,2,Crazy Piled Boxes,I am a crazy pile of boxes! I'm crazy! I am a pile! I am boxes!,610,610
7,299,55,16,8000,2,Broken Siege Artillery,"Woe is me! I am nothing but Siege Artillery now lying broken and in ruin. You may ask why I speak...  well, I don't actually know why...",,
7,300,55,16,8000,2,Nonflammable Torch,Hi there! I'm a talking torch that you cannot light on fire! Good times!,,
7,301,1,16,8000,1,Gibbering Dog,"Wha? (sniffsniff) Eh? (lick) Who be you? (sniff) Why you speak to gibbering Dog? (nibble) Gerrout! Grrrrrr! Go on, reave me arone and don't bring back sausage! Oh wait, yes.. yes bring sausage to gibbering Dog. Woof!",,
7,302,55,16,8000,1,Speaking Water Bucket,Obey the talking bucket of water! Obey it! You must obey me!,,
7,303,2,16,8000,1,Coco,"You might ask yourself, what the heck is a Coco and why am i speaking to it...  well...  I don't know.",647,647
7,304,55,16,8000,1,Crazy Piled Boxes,I am a crazy pile of boxes! I'm crazy! I am a pile! I am boxes!,,
7,305,55,16,8000,1,Fabulous Chair,Oh god no! No! Do not sit your stank ass on me! I don't care if i'm a chair! No! I'm in charge here! No sitting!,,
7,306,13,16,8000,1,Edd,"I'm in a lot of trouble, can you help me? A thief stole everything from me.",518,
7,307,66,16,8000,1,Earane Torero,What a beautiful day. It's a perfect day for hunting.,526 | 527,526 | 571
7,308,62,16,8000,2,Ires,Get down! Your life is in danger! You must not be caught by them!,552 | 553 | 554 | 555,551 | 552 | 553 | 554
7,309,14,16,8000,1,Tabras,"Heh, don't get too relaxed here in the Blessian Foretress. There's always something going on.",583 | 584,583 | 584
7,310,16,16,8000,2,Battomon,"Fight hard friend, we must win this conquest!",589 | 590,589 | 590
7,311,9,16,8000,1,Mordios,I hope today is just another day without incident.,683,
7,312,6,16,8000,1,Dasmaras,Cornwell's Ruin should be sealed off again...  that place is dangerous.,684,683 | 684
7,313,55,0,0,1,Poster,"Need information about Dianoia's demon?  Serious treasure to be had for the right adventurer! If you're interested, come see me.  -Yaslikis-",685,
7,314,47,16,8000,1,Yaslikis,The Holy Power of Unicorn Fons wil be forever.,686,685 | 686
7,315,11,16,8000,1,Darition Liar,One of my friends said he picked up more than one hundred Lapis yesterday. How is that even possible?!?,687,687
7,316,55,16,8000,1,Strong brazier ,(Flame is very intense),690,689
7,317,19,16,8000,2,Chroke,"What drew you here, traveler? Was it a strange feeling inside?",691,691
7,318,19,16,8000,2,Kaise,"Careful! I know it doesn't look like far to fall, but you could really mess yourself up.",692,
7,319,8,16,8000,2,Uon,"Kaise? Yeah, his job sucks. I would never want to be a guard like him.",693,692 | 693
7,320,46,16,8000,2,Mokirate,"You wouldn't by chance have a complete Evil Spirit, would you?",694 | 695,694
7,321,46,16,8000,2,Pishat,These days everybody is studying Alchemy rather than Evil Spirit. WTF??!,,695 | 696
7,322,46,16,8000,2,Sitrion,Evil Spirit studying is not an easy job.,696,697 | 698
7,323,9,16,8000,1,Gawain Primer,"Pride is just like the blade of knife!!  Once it becomes dull, it becomes useless. But remember, you can always cut yourself with a sharpened blade.",573,
7,324,9,16,8000,1,Darkys Eizman,For the glory of Apulune!!!,575,
7,325,42,16,8000,1,Meilan Snowflawer,"May the power of the God of Magic, Mystra fill you with strength.",577 | 1509,1508
7,326,10,16,8000,1,Catherine Parker,"May Etain's blessing be with you.  I'm Catherine Parker, an Inquisitor of Deities Religion.",579 | 1140,579 | 1140
7,327,25,16,8000,1,Linus Cloud,"God of Nature, Old Willow, will always be with you in your journeys.",580,580
7,328,25,16,8000,1,Amidion Sunseer,"While my faith is true, my aim is unwavering.",581,581
7,329,15,16,8000,2,Lentus,Csipolune's warrior will rush forward only for the glory of Tyrannus!!,700,
7,330,30,16,8000,2,Magmell Femina,May your heart be filled with eternal power,708,
7,331,30,16,8000,2,Verdatis Sicuti,May Etain be with you....,712,
7,332,19,16,8000,2,Reminas Odist,Stealth and deception are the Assassin's way.,716,
7,333,33,16,8000,2,Domnan,The Csipolune's guardian will exist only as a Tyrannus's shield!!,704,
7,334,15,16,8000,2,Stravi,My name is Stravi. That's all you need to know.,720,
7,335,29,16,8000,1,Tiris BlueArrow,Welcome to Silvaren.,726 | 728 | 730 | 732 | 734 | 736 | 738 | 740 | 742 | 744 | 746 | 748 | 750 | 752 | 754 | 756 | 758 | 760,725 | 727 | 729 | 731 | 733 | 735 | 737 | 739 | 741 | 743 | 745 | 747 | 749 | 751 | 753 | 755 | 757 | 759
7,336,24,16,8000,1,Olando Jordan,"I'm an apprentice, Olando Jordan, who belongs to Stardust. What can I help you with?",725,
7,337,73,16,8000,1,Beseltu,Woooooouk   <Roaring with wrath>,727 | 729 | 733 | 735 | 739 | 741 | 745 | 747 | 751 | 753 | 757 | 759,726 | 728 | 732 | 734 | 738 | 740 | 744 | 746 | 750 | 752 | 756 | 758
7,338,34,16,8000,1,Alius Magicartisan,Fear is the mind killer.,852 | 853 | 864 | 865 | 876 | 877 | 888 | 889 | 899 | 900 | 910 | 911 | 1443 | 1444 | 1445 | 1446 | 1447 | 1448 | 1585 | 1586 | 1606 | 1607 | 1628 | 1629,730 | 736 | 742 | 748 | 754 | 760 | 851 | 852 | 863 | 864 | 875 | 876 | 887 | 888 | 898 | 899 | 909 | 910 | 1443 | 1444 | 1445 | 1446 | 1447 | 1448 | 1584 | 1585 | 1605 | 1606 | 1627 | 1628
7,339,26,16,8000,1,Cristina Kitten,"I'm a Royal Knight, Cristina Kitten. How can I help you, meow?",731,
7,340,12,16,8000,1,Ellion Sunrider,Mystra watches over us all.,737,
7,341,21,16,8000,1,Filan Merimore,Etain is always with us.,743,
7,342,66,16,8000,1,Alies Moonseer,Hello?,749,
7,343,66,16,8000,1,Len Starshooter,I can hear the whisper of wind.,755 | 1158,1156 | 1157
7,344,55,0,0,1,Huigronn Sign,(You can still see the fresh glue running out from behind the poster.),763,
7,345,66,16,8000,1,Caitlin,Are you a traveler? Reveal your identity to me.,768 | 769 | 770,768 | 769 | 770
7,346,63,16,8000,2,Soulin Cruz,"Hello. I'm the spirit researcher, Soulin.",788 | 789,788 | 789
7,347,48,16,8000,2,Teemid,"Watch your back friend, you never know who might be taking aim on you.",786 | 787,786 | 787
7,348,63,16,8000,2,Khardia Vis,"Show some courtesy.  I'm a descendent of the hero, Isquiron and Senator's Beltiston.",,
7,349,17,16,8000,2,Laius Bellum,You are far too rude. Behave yourself when you speak to Senator like me.,,
7,350,37,16,8000,2,Davius Vallam,What? Do you have any question about my opinions?,,
7,351,37,16,8000,2,Rector Icaria,Ah!! What do you want?  I didn't think someone like you would have any business with someone like me.,,
7,352,8,16,8000,2,Furion Palamdes,What business do you have with this old man?,,
7,353,18,16,8000,2,Capillus,I really think this alliance with the Deatheaters is doomed. They're just stupid masses of muscle with no brains at all.,,
7,354,63,16,8000,2,Bellus,The nobles should set an example first.  Who will keep the law if we don't?,,
7,355,20,16,8000,2,Decretum,Remember to keep a logical head about you. When you let emotions rule your actions you are opening yourself up for trouble.,,1193 | 1194
7,356,17,16,8000,2,Clitan Sinopis,The judgement of Prakurit performed in front of Great Etain is holy.,,1191 | 1192
7,357,37,16,8000,2,Scallun Desitil,What do you want?,,1506
7,358,37,16,8000,2,Ater,I did my best..  I didn't expect that I would be involved in this political quarrel... it's become such a mess.,,
7,359,18,16,8000,2,Dolosus,"Oh, nice to meet you.  What brought you to the Termion Upper House?",,
7,360,8,16,8000,2,Lucifera Dilusid,May Etain bless you..,1190,1189 | 1190
7,361,60,16,8000,2,Ultio Pontifex,Goddess is always with us.,,
7,362,46,0,0,2,Oracle of Etain,May you receive Etain's mercy.  Why are you here in the temple?,,
7,363,20,16,8000,2,Oracle of Eclipsiss,Eclipsiss will be always with you..  I hope I can help you child.,,
7,364,20,16,8000,2,Oracle of Narsiliel,The holy mother Narsiliel will guide your way.  What can I do for you?,,
7,365,86,16,8000,2,Avelnus Bacalia,The power of Mystra will make us more powerful.,,
7,366,18,16,8000,2,Aresyann Gades,My heart beats only for Mystra.,,
7,367,88,16,8000,2,Lecadia Flapen,Do you need the power of Mystra?,,
7,368,18,16,8000,2,Secuutus,Mystra is really great!  Magic... The power of magic... is really... great!,,
7,369,37,16,8000,2,Confero,We got a company to discuss!!,,
7,370,30,16,8000,2,Hilaris,"I'm an apprentice, Pagan.  I try my best, but i still mess up a lot. (grin)",,
7,371,30,16,8000,2,Lenis,"What are you looking for?  Unless you have something for me, you'd better go away.",,
7,372,30,16,8000,2,Orbis,I made a new magic square!  Let's get this started now!,,
7,373,30,16,8000,2,Pomum,"Hello. I'm an apprentice, Pagan Pomum, belonging to  Mystra arcane.",,
7,374,49,16,8000,2,Kanti,Arto is my friend! He is very nice except for the fact that he is Vail and quite shy.,,
7,375,44,16,8000,2,Arto,I'm a decent assassin.  I can't understand why I don't have any tasks.,,
7,376,37,16,8000,2,Custos,Fight for the Glory. Fight for the Honor. Fight the Holy War!,,
7,377,33,16,8000,2,Calipp,Glory to the Union of Fury! What's up friend?,,
7,378,48,16,8000,2,Orsultan,Hmm? What's up?  Did you make a reservation with Neitian?,,
7,379,30,16,8000,2,Neitian Feigul,You have to make a reservation first if you wanna meet an ambassador.,,
7,380,20,16,8000,2,Fenestra,I have no idea where I put it.  Where did I lose that book?,,
7,381,7,16,8000,1,Mules,Glory to Mystra. What do you want from this old wizard?,,
7,382,11,16,8000,1,Victor,Are you going to look around the stables? Don't mess with the horses.,,
7,383,9,16,8000,1,karl,"Hi friend! I'm a Stardust knight, Karl Evans!",,
7,384,9,16,8000,1,Benjamin,Karl is really cute... He gets embarassed when i tease him about girls.,,
7,385,9,16,8000,1,Ferenan ,You have to set an example if you are a knight.  Behave yourself in the name of Sir Stardust.,1437,1438
7,386,47,16,8000,1,Mage Arandur,"The power of magic is really mysterious. The more I know, the deeper the mystery of magic gets.",,
7,387,47,16,8000,1,Mage Palantir,"Don't use magic rashly, 'cos damage can return to the one who casts the spell.",,
7,388,42,16,8000,1,Mage Ilfirin,"I'm training with a new spell, but It's not easy at all. I'm starting to doubt my abilities.",,
7,389,21,16,8000,1,Priest Samuel,Etain always takes care of us.  Our prayers are always heard.,,
7,390,21,16,8000,1,Priest Theodore,May the Goddess guide your path.  Living earnestly is as important as a devoted prayer.,,
7,391,13,16,8000,1,Lane,"Welcome to the Merchant's Guild! So, what brought you here?",,
7,392,13,16,8000,1,Humphery,It's time to collect the Guild Tax. I really hope people stop trying to get out of it and just pay the tax this time.,,
7,393,51,16,8000,1,Cecilia,Fresh fruit will arrive here today.  Do you wanna wait and sample the shipment before you leave?,,
7,394,11,16,8000,1,Lepard,"Hey, Who are you?  Who allowed you to enter this warehosue unattended?",,
7,395,9,16,8000,1,Wallace,"I'm the chief of coast guards, Wallace.  I'm in charge of security of around the harbor.",,
7,396,9,16,8000,1,Aron,Today is the day when I'll meet Serin.  I'd better reschedule my appointment with Enna.,,
7,397,9,16,8000,1,Nick,"Being a Guard is quite challenging, but very rewarding. The safety of the people means everything to me.",,
7,398,13,16,8000,1,Jonny,These days we always have lots of jobs to do.  Lots of money to be made by those willing to work!,,
7,399,11,16,8000,1,Rober,"If it weren't for the damn seasickness, I would have stuck with the sailor's life.",,
7,400,83,16,8000,1,"The King, William Typhon",Pledge your service to me. Fight for the Apulune.,,855 | 867 | 879
7,401,21,16,8000,1,Prime Minister David Kent,What is this all about?,,
7,402,41,16,8000,1,Frederick,That was the best voyage yet! This ship is a fine vessel!,,
7,403,11,16,8000,1,Jerome,You'll never be considered a man of the sea if you live in fear of pirates!,,
7,404,24,16,8000,1,Leslie Weber,I get lost all the time! How do i get out of here?! HALP!,,
7,405,22,16,8000,1,Evelyn Diero,Where the heck is he?  I'm gonna be searching all day...  This is the longest game of hide and seek ever.,,
7,406,41,16,8000,1,Rupert Boton,Be quiet. We're sneaking up on our parents.,,
7,407,10,16,8000,1,Josette Deian,Please don't bother me right now. I'm finally meeting Rupert.,,
7,408,67,16,8000,1,Iwendil,Beauty is the most valuable thing in the world.  Nothing can be better than cultivating beauty.,,
7,409,6,16,8000,1,Leonic Schilt,What is it you want from this old general?,,
7,410,82,16,8000,1,Lectis Eizman,What do you want?,860 | 863 | 866 | 867,859 | 862 | 865 | 866
7,411,85,16,8000,1,Lana Fairwind,May Etain stay with you on your travels. Is there something I can help you with?,872 | 875 | 878 | 879 | 1143,871 | 874 | 877 | 878 | 1142 | 1165 | 1166
7,412,85,16,8000,1,Chloe Holysound,Etain's blessing will guide you. Welcome to my flock young sheep of Etain.,,
7,413,82,16,8000,1,Sherlock Spencer,"Do you need a help, friend?",848 | 851 | 854 | 855,847 | 850 | 853 | 854
7,414,82,16,8000,1,Luferth Ladcliff,Do you wanna be a Stardust knight?  Then show me what you got.,1313 | 1314 | 1315 | 1316 | 1320 | 1321 | 1322 | 1323,1312 | 1313 | 1319 | 1320
7,415,12,16,8000,1,Rakusian Justice,Is there something you want?,906 | 909 | 912,905 | 908 | 911 | 912
7,416,12,16,8000,1,Haisis Windbrain,Do you need a help?,,
7,417,71,16,8000,1,Dimona Latius,Please make an appointment if you wanna meet the Ambassador.,1438,1437
7,418,7,16,8000,1,Kilian Fireone,(blinks) Uh... How... M... May... I... Se... Serve...  You?,884 | 887 | 890,883 | 886 | 889 | 890
7,419,60,16,8000,2,Latie,Evil spirits have attacked me.  I have no choice but to stop exploring the ruins for a while.,795,795
7,420,37,16,8000,2,Basoth,"Nice to meet you, I'm an archeologist named Basoth.  I'm investigating the Escaton Ruin.",804,804
7,421,55,16,8000,2,Collapsed Altar,This altar is broken and collapsed. You can see bones piled up around the rubble.,811,
7,422,9,16,8000,1,Keolloseu Chief Guard,"Traveler, nice to meet you. I'm the chief of the Keolloseu guard.",824 | 826 | 828,825 | 827 | 828
7,423,55,16,8000,1,Dead Stump,You see standing before you the stump of a mighty tree. It has long since been dried by the sun and eaten away by insects.,837,
7,424,66,16,8000,1,Haira,What is this all about?  I need to go out on a scouting mission so please make this quick.,840,839 | 841
7,425,55,16,8000,1,Abandoned Campsite,(You still see embers glowing in the fire pit. It's obvious peope left this site in a hurry.),841,840
7,426,82,16,8000,1,Ensiferr Anark,For the dignity of the Stardust knights!,844 | 847,844 | 845 | 846
7,427,82,16,8000,1,Echion Ravis,For the glory of the Royal Knights!,856 | 859,856 | 857 | 858
7,428,7,16,8000,1,Getis Niveran,Etain is with us all the time.,868 | 871,868 | 869 | 870
7,429,83,16,8000,1,Ignifer Greenwood,"Dealing with the flame is not easy, but it's quite amusing sometimes.",880 | 883,880 | 881 | 882
7,430,79,16,8000,1,Lageos Greenroad,Protecting nature a is Ranger's destiny.,891 | 894,891 | 892 | 893
7,431,81,16,8000,1,Picea Leafwind,Etain created all of nature so that we may thrive and grow in harmony with it.,895 | 898 | 901,894 | 897 | 900 | 901
7,432,81,16,8000,1,Floralis Starshine,Steadiness and accuracy are key to firing a bow.,902 | 905,902 | 903 | 904
7,433,65,16,8000,0,bireke,you should consider stuff carefully when buying..,,
7,434,49,16,8000,0,Suziyah,The basic element of trade is trust. You're not supposed to sell and buy things by deceiving others.,,
7,435,74,16,8000,2,Tanparul'han,I cry the name of destruction itself!  Hail the Csipolune Dragoon!,914 | 915,914 | 915
7,436,74,16,8000,2,Perrvadoom Phantomblood,I cry the name of destruction itself!  Hail the Csipolune Dragoon!,917 | 920 | 923,916 | 919 | 922 | 923
7,437,50,16,8000,2,Palbatus,I will no longer hold an axe.,921 | 922 | 931 | 932 | 941 | 942 | 951 | 952 | 961 | 962 | 971 | 972 | 1450 | 1451 | 1452 | 1453 | 1454 | 1455 | 1651 | 1652 | 1673 | 1674 | 1695 | 1696,920 | 921 | 930 | 931 | 940 | 941 | 950 | 951 | 960 | 961 | 970 | 971 | 1450 | 1451 | 1452 | 1453 | 1454 | 1455 | 1650 | 1651 | 1672 | 1673 | 1694 | 1695
7,438,74,16,8000,2,Distoltum,The Csipolune Guard are the indestructible shield no enemy can break through!,924 | 925,924 | 925
7,439,74,16,8000,2,Rakenin StromFire,The Csipolune Guard are the indestructible shield no enemy can break through!,927 | 930 | 933,926 | 929 | 932 | 933
7,440,75,16,8000,2,Amantul,The thought of incisors tearing through a heart gives me a thrill!,934 | 935,934 | 935
7,441,75,16,8000,2,Shycalun Savagebest,Powerful Canines rending flesh and bone... That is art.,937 | 940 | 943,936 | 939 | 942 | 943
7,442,88,16,8000,2,Minerva Winggate,"May the God of Magic, Mystra, guide your path..",944 | 945,944 | 945
7,443,88,16,8000,2,Integra Bloodmoon,"May the God of Magic, Mystra, guide your path..",947 | 950 | 953,946 | 949 | 952 | 953
7,444,86,16,8000,2,Kein Burnbless,Etain's blessing be with you.,954 | 955,954 | 955
7,445,86,16,8000,2,Vatican Iscaliote,The Goddess is always right beside us.,957 | 960 | 963,956 | 959 | 962 | 963
7,446,89,16,8000,2,Rivesya PoisonTalone,In the name of Force Jackal!!,964 | 965,964 | 965
7,447,87,16,8000,2,Apocalypsion Vesperr,I'm the Force Jackal before the Senator.,967 | 970 | 973,966 | 969 | 972 | 973
7,448,63,16,8000,2,Nameless lady,Surely you didn't come here to find me...,1006 | 1013,994 | 1005 | 1012 | 1015
7,449,99,16,8000,2,Woods-Keeper gnome,"Tell me Gnome-friend, what is it that you want?",998,995
7,450,48,16,8000,2,Nordein grocery man,I'm amazed you found me out here? Is there something specific you are looking for?,999,996 | 999 | 1000 | 1001 | 1004
7,451,23,16,8000,1,Military Supply Officer,Even the Elves can stand in awe of the nautical almanac of the humans?. I would love to see this book someday.,1045 | 1046 | 1047 | 1048 | 1049 | 1050 | 1051 | 1052 | 1053,1045 | 1046 | 1047 | 1048 | 1049 | 1050 | 1051 | 1052 | 1053
7,452,29,16,8000,1,Elven Recruiting Officer,May the Goddess protect us in this war against wrath and hatred.,1054 | 1055 | 1056 | 1057,1054 | 1055 | 1056 | 1057
7,453,16,16,8000,2,Military Supply Officer,I'm collecting artifacts for the war. Can you help us?,1058 | 1059 | 1060 | 1061 | 1062 | 1063 | 1064 | 1065 | 1066,1058 | 1059 | 1060 | 1061 | 1062 | 1063 | 1064 | 1065 | 1066
7,454,15,16,8000,2,Deatheater Recruiting Officer,Enemies are flooding in through the North Gate. Let's go smash those scumbags into pulpy mush!,1067 | 1068 | 1069 | 1070,1067 | 1068 | 1069 | 1070
7,455,79,16,8000,1,Iskiel Iceblade,We conquered Skulleron! I will name this place Pandorashys of Hope.,,1079 | 1082 | 1083 | 1084
7,456,23,16,8000,1,Adjutant Williamson,The nautical almanac of the humans? The Deatheaters must have been astonished by this book.,1076 | 1078 | 1083,1076
7,457,25,16,8000,1,Adjutant General Windrider,We should mask the sound of our footsteps... even our shadow if possible... That's the Ares Rangers' way.,1079 | 1082,1077 | 1078 | 1081
7,458,33,16,8000,2,General Amaras,It's time combine our power! Let them have a taste of what a real nightmare is!,1092 | 1097,1091 | 1092 | 1094 | 1096 | 1097
7,459,8,16,8000,2,Blackmagician Browceun,The fear of Crowly... Once you know this you'll never ever come back here again.,1095,1095
7,460,16,16,8000,2,Adjutant Myitees,We should make extra efforts to fortify this place. It's still too early to say Astenes is ours.,1088 | 1089 | 1090,1088 | 1089 | 1090
7,461,55,16,8000,3,Untouchable Hot Spot,"With the hot winds rushing about it is hard to make it out, but I can hear the sound of the abyss.",1084 | 1096,
7,462,55,16,8000,3,Holiday Bonfire,Make your wish before this bonfire and greet the upcoming holiday.,,1099 | 1100 | 1105 | 1106 | 1107 | 1108
7,463,46,16,8000,1,Browceun Apprentice,Edraum Trank Flaht Hm. Hagoush!  (Incomprehensible language)  Finally we meet those of the Alliance.,1111 | 1115 | 1120,1110 | 1111 | 1114 | 1115 | 1119 | 1120
7,464,52,16,8000,2,Geologist Marudk,Raerake Fetaltum Culrerioum Ognari. Goinihash!!!!!   (Incomprehensible language)  Be quiet. I don't wanna be noticed.,1126 | 1130 | 1135,1125 | 1126 | 1129 | 1130 | 1134 | 1135
7,465,21,16,8000,1,High Priest Apocripos,"You look exhausted! Please, sit down on that chair.",,1163 | 1164
7,466,55,16,8000,2,Starfumos Assassin,"Shhhh! I'm observing the Goblins. If you blow my cover, I will kill you!",1189,1188
7,467,11,16,8000,1,Gullveig,Unauthorized entry is forbidden here.,1196 | 1197 | 1198,1196 | 1197 | 1198
7,468,107,16,8000,2,Seeker,The construction site is accessible only to authorized personnel. Keep this in mind.,1199 | 1200 | 1201,1199 | 1200 | 1201
7,469,108,16,8000,1,Saffen,Talk to me later if you have any business with me.,,
7,470,109,16,8000,1,Hermod,"I'm about to drop dead from exhaustion, so unless you're going to tell me that you're here to help, just go away.",,
7,471,110,16,8000,1,Nipahell,Do you wanna try? Hammering is way more fun than you might think. Hah!,,
7,472,104,16,8000,2,Gymir,I'm dying to see a building constructed with my own hands.,,
7,473,106,16,8000,2,Bragi,"Hmm, We are absolutely short handed right now. I'm afraid we can't finish this job by the deadline.",,
7,474,105,16,8000,2,Gerd,You look pretty strong. Just help us out here. Carrying stones is not an appropriate job for an old man like me!,,
7,475,12,16,8000,0,Fylgien,Mr.Doris is right behind that waterfall over there.,,45
7,476,74,16,8000,1,Warrior Kvasir,Don't stare at me like that! I was just following orders!,1203,1203
